182816,887,5.0e-10,1.7e-4,22.27,1.45
182895,887.3,5.0e-10,1.7e-4,22.27,1.45
182973,887.5,5.0e-10,1.7e-4,22.27,1.45
183052,887.8,5.0e-10,1.6e-4,22.26,1.45
183130,888,4.9e-10,1.6e-4,22.26,1.45
183209,888.3,4.9e-10,1.6e-4,22.25,1.45
183287,888.5,4.9e-10,1.6e-4,22.25,1.45
183365,888.7,4.9e-10,1.6e-4,22.25,1.45
183443,889,4.9e-10,1.6e-4,22.24,1.45
183522,889.2,4.9e-10,1.6e-4,22.24,1.45
183600,889.5,4.9e-10,1.6e-4,22.24,1.45
183678,889.7,4.8e-10,1.6e-4,22.23,1.45
183757,890,4.8e-10,1.6e-4,22.23,1.45
183836,890.2,4.8e-10,1.6e-4,22.22,1.45
183914,890.5,4.8e-10,1.6e-4,22.22,1.45
183993,890.7,4.8e-10,1.6e-4,22.22,1.45
184070,890.9,4.8e-10,1.6e-4,22.21,1.45
184147,891.2,4.8e-10,1.6e-4,22.21,1.45
184223,891.4,4.8e-10,1.6e-4,22.21,1.45
184299,891.6,4.7e-10,1.6e-4,22.2,1.45
184374,891.9,4.7e-10,1.6e-4,22.2,1.45
184449,892.1,4.7e-10,1.6e-4,22.2,1.45
184524,892.3,4.7e-10,1.6e-4,22.19,1.45
184598,892.6,4.7e-10,1.6e-4,22.19,1.45
184671,892.8,4.7e-10,1.6e-4,22.18,1.45
184744,893,4.7e-10,1.6e-4,22.18,1.45
184817,893.2,4.7e-10,1.6e-4,22.18,1.45
184889,893.4,4.7e-10,1.6e-4,22.17,1.45
184961,893.7,4.6e-10,1.6e-4,22.17,1.45
185033,893.9,4.6e-10,1.6e-4,22.17,1.45
185104,894.1,4.6e-10,1.6e-4,22.16,1.45
185175,894.3,4.6e-10,1.6e-4,22.16,1.45
185246,894.5,4.6e-10,1.6e-4,22.16,1.45
185317,894.7,4.6e-10,1.5e-4,22.15,1.45
